,label,data_index,Number_actives_stable,Number_inactives_stable,Number_targets,Stable_Actives_Layer_1,Stable_Inactives_Layer_1,Stable_Actives_Layer_2,Stable_Inactives_Layer_2,Stable_Actives_Layer_3,Stable_Inactives_Layer_3,Stable_Actives_Layer_4,Stable_Inactives_Layer_4,Stable_Actives_Layer_5,Stable_Inactives_Layer_5,LB_Layer_0_Neuron_0,UB_Layer_0_Neuron_0,LB_Layer_0_Neuron_1,UB_Layer_0_Neuron_1,LB_Layer_1_Neuron_0,UB_Layer_1_Neuron_0,LB_Layer_1_Neuron_1,UB_Layer_1_Neuron_1,LB_Layer_1_Neuron_2,UB_Layer_1_Neuron_2,LB_Layer_1_Neuron_3,UB_Layer_1_Neuron_3,LB_Layer_1_Neuron_4,UB_Layer_1_Neuron_4,LB_Layer_1_Neuron_5,UB_Layer_1_Neuron_5,LB_Layer_1_Neuron_6,UB_Layer_1_Neuron_6,LB_Layer_1_Neuron_7,UB_Layer_1_Neuron_7,LB_Layer_1_Neuron_8,UB_Layer_1_Neuron_8,LB_Layer_1_Neuron_9,UB_Layer_1_Neuron_9,LB_Layer_2_Neuron_0,UB_Layer_2_Neuron_0,LB_Layer_2_Neuron_1,UB_Layer_2_Neuron_1,LB_Layer_2_Neuron_2,UB_Layer_2_Neuron_2,LB_Layer_2_Neuron_3,UB_Layer_2_Neuron_3,LB_Layer_2_Neuron_4,UB_Layer_2_Neuron_4,LB_Layer_2_Neuron_5,UB_Layer_2_Neuron_5,LB_Layer_2_Neuron_6,UB_Layer_2_Neuron_6,LB_Layer_2_Neuron_7,UB_Layer_2_Neuron_7,LB_Layer_2_Neuron_8,UB_Layer_2_Neuron_8,LB_Layer_2_Neuron_9,UB_Layer_2_Neuron_9,LB_Layer_3_Neuron_0,UB_Layer_3_Neuron_0,LB_Layer_3_Neuron_1,UB_Layer_3_Neuron_1,LB_Layer_3_Neuron_2,UB_Layer_3_Neuron_2,LB_Layer_3_Neuron_3,UB_Layer_3_Neuron_3,LB_Layer_3_Neuron_4,UB_Layer_3_Neuron_4,LB_Layer_3_Neuron_5,UB_Layer_3_Neuron_5,LB_Layer_3_Neuron_6,UB_Layer_3_Neuron_6,LB_Layer_3_Neuron_7,UB_Layer_3_Neuron_7,LB_Layer_3_Neuron_8,UB_Layer_3_Neuron_8,LB_Layer_3_Neuron_9,UB_Layer_3_Neuron_9,LB_Layer_4_Neuron_0,UB_Layer_4_Neuron_0,LB_Layer_4_Neuron_1,UB_Layer_4_Neuron_1,LB_Layer_4_Neuron_2,UB_Layer_4_Neuron_2,LB_Layer_4_Neuron_3,UB_Layer_4_Neuron_3,LB_Layer_4_Neuron_4,UB_Layer_4_Neuron_4,LB_Layer_4_Neuron_5,UB_Layer_4_Neuron_5,LB_Layer_4_Neuron_6,UB_Layer_4_Neuron_6,LB_Layer_4_Neuron_7,UB_Layer_4_Neuron_7,LB_Layer_4_Neuron_8,UB_Layer_4_Neuron_8,LB_Layer_4_Neuron_9,UB_Layer_4_Neuron_9,LB_Layer_5_Neuron_0,UB_Layer_5_Neuron_0,LB_Layer_5_Neuron_1,UB_Layer_5_Neuron_1,LB_Layer_5_Neuron_2,UB_Layer_5_Neuron_2
0,tensor([2]),0,1,2,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1102449893951416,1.8897550106048584,-0.40903985500335693,1.590960144996643,-0.5634056925773621,1.571822166442871,-0.3596928119659424,0.12190340459346771,-0.3057141602039337,0.6104544997215271,-3.3873114585876465,0.6976152062416077,-3.794679641723633,0.482746958732605,-0.4082011580467224,1.435499668121338,-2.804175853729248,0.514008641242981,-3.643556833267212,0.6115056276321411,-0.5061624050140381,1.1200129985809326,-3.2893764972686768,2.46844744682312,-2.385610818862915,2.6013453006744385,-1.2228343486785889,0.9008991718292236,-0.5194026827812195,2.829456090927124,-1.7372429370880127,-0.03308834135532379,-1.2154130935668945,0.7844277620315552,-0.15455836057662964,2.339686632156372,-3.166290521621704,0.5678896903991699,-0.33960801362991333,2.834592819213867,0.1720615029335022,4.372201919555664,-0.9678733348846436,4.140389442443848,-4.119431972503662,0.44140610098838806,-2.3781819343566895,0.494807630777359,-8.915207862854004,-0.5900672078132629,-1.6961175203323364,6.125190734863281,-0.8847708106040955,10.530426025390625,-8.117283821105957,0.7281553149223328,-6.5921759605407715,2.6505517959594727,-3.1624226570129395,7.119171142578125,-0.07552534341812134,4.842066287994385,-1.5089493989944458,9.226881980895996,-13.373448371887207,14.30341625213623,-18.52338409423828,3.266345500946045,-13.963769912719727,20.49388313293457,-16.553617477416992,15.294624328613281,-11.261815071105957,26.107669830322266,-9.475738525390625,1.5755295753479004,-5.365174293518066,3.604386568069458,-17.633647918701172,8.697121620178223,-27.500308990478516,1.7392659187316895,-2.138819456100464,1.627280354499817,-40.80478286743164,82.05997467041016,-38.8367805480957,47.44999313354492,-12.4365816116333,155.41641235351562
1,tensor([2]),1,2,2,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.026444673538208008,2.026444673538208,-0.2860211730003357,1.7139787673950195,-0.43634364008903503,1.6988842487335205,-0.38212835788726807,0.09946785867214203,-0.33668252825737,0.5794861316680908,-3.646301031112671,0.4386255443096161,-4.074923992156982,0.20250308513641357,-0.3766968846321106,1.4670040607452393,-3.0142340660095215,0.3039506673812866,-3.916679859161377,0.33838263154029846,-0.405159056186676,1.2210164070129395,-3.3204119205474854,2.4374120235443115,-2.1525893211364746,2.7618865966796875,-0.9885468482971191,1.0022339820861816,-0.43745386600494385,2.557290554046631,-1.797437071800232,-0.13202667236328125,-1.0748836994171143,0.49512240290641785,-0.1148746907711029,2.28730845451355,-3.1797914505004883,0.3410903215408325,-0.36942043900489807,2.7625436782836914,0.6231133341789246,4.299998760223389,-0.6846739649772644,4.162819862365723,-4.003868579864502,0.3962498903274536,-2.418696880340576,0.22913646697998047,-8.826105117797852,-0.17363303899765015,-1.5782233476638794,6.12576961517334,-1.0307077169418335,9.920888900756836,-7.70673131942749,0.7649478912353516,-6.196963787078857,2.8060226440429688,-2.96095609664917,7.0362653732299805,0.10584872961044312,4.851278305053711,-1.3516627550125122,8.833117485046387,-7.319974422454834,13.774505615234375,-17.63361167907715,3.230729341506958,-13.911497116088867,19.447099685668945,-15.92834758758545,14.61274242401123,-10.754803657531738,24.791152954101562,-8.987824440002441,1.8305211067199707,-5.109011173248291,3.7177014350891113,-16.801877975463867,9.057361602783203,-26.149192810058594,1.8598012924194336,-2.1507697105407715,1.3746094703674316,-38.46140670776367,73.61498260498047,-37.09661865234375,42.960289001464844,-12.465287208557129,148.44088745117188
2,tensor([1]),2,9,13,2,3.0,5.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,3.4036288261413574,5.403628826141357,1.6159040927886963,3.6159040927886963,1.5072933435440063,3.6425211429595947,-0.6940156817436218,-0.21241945028305054,-0.6919317245483398,0.22423690557479858,-8.36493968963623,-4.280013084411621,-9.992459297180176,-5.715033531188965,0.8155889566964376,2.659289598464966,-6.812708854675293,-3.4945240020751953,-9.192959785461426,-4.937897205352783,1.2468535900115967,2.8730288514417275,-5.674826622009277,0.08299744874238968,3.0955658706897142,7.150558948516846,0.8406054893179586,2.8890583515167236,-0.8949286937713623,0.4729064106941223,-4.065131664276123,-1.3769702911376953,-0.6934258937835693,-0.14441554248332977,-0.7063302993774414,2.2153515815734863,-4.8580217361450195,-1.6515141725540161,-0.6546931266784668,0.23084774613380432,1.0149916410446167,5.030191768528402,0.6432163715362549,2.730661153793335,-9.721351623535156,-1.234941005706787,-3.6826584339141846,-0.8093659281730652,-13.103313446044922,-2.613344192504883,-2.335624933242798,0.5055143237113953,-2.727240562438965,3.153836488723755,-1.2143951654434204,1.509202241897583,1.1304969787597656,5.414223670959473,-0.546531081199646,0.7674672603607178,1.1531299352645874,8.511813309312172,-2.8482918739318848,2.560558795928955,-3.6396679878234863,6.288448333740234,-3.6909892559051514,4.896100044250488,-3.9939019680023193,7.197151184082031,-3.1456921100616455,6.10208797454834,1.3156970739364624,10.764084815979004,-8.252880096435547,-0.44619935750961304,-2.1674859523773193,2.1111092567443848,-3.7284393310546875,9.806678771972656,-3.134641170501709,3.8432223796844482,-2.850541353225708,-0.7004795670509338,-13.34058952331543,30.977087020874023,-15.079133987426758,22.904069900512695,-14.920978546142578,46.493289947509766
3,tensor([0]),3,8,13,2,2.0,6.0,3.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,0.9705567359924316,2.9705567359924316,2.96362042427063,4.963620185852051,2.9639971598882804,5.099224868876306,-1.0485789775848389,-0.5669828653335571,-1.4153845310211182,-0.4992159307003021,-8.980161666870117,-4.895235061645508,-8.134014129638672,-3.856588363647461,-1.0323982238769531,0.811302661895752,-7.400802135467529,-4.082618236541748,-8.908350944519043,-4.6532883644104,2.0720839563085782,3.698259115219116,-0.18508827686309814,5.572734832763672,-1.443233847618103,4.212190628051758,1.6998986435133594,3.5225868598034005,-0.8070627450942993,4.015456199645996,-3.9736316204071045,-1.0471489429473877,-2.293523073196411,-0.07059221714735031,-0.6710482239723206,0.7419519424438477,-8.667642593383789,-2.439246654510498,-0.6409424543380737,5.715497970581055,0.38301533460617065,9.352709770202637,2.072498083114624,10.261282920837402,-3.7295751571655273,0.027423784136772156,-1.4357736110687256,-0.13967984914779663,-23.097442626953125,-2.425800323486328,0.08209919929504395,14.665678024291992,-2.33343243598938,15.037395477294922,-11.781864166259766,0.9585243463516235,-9.2245454788208,3.8482255935668945,0.0033273696899414062,16.543046951293945,0.9758840203285217,8.630085945129395,-2.7606382369995117,10.083816528320312,-12.279454231262207,3.5403213500976562,-29.83433723449707,3.7005248069763184,-12.632353782653809,5.944174766540527,-9.806817054748535,4.684477806091309,-10.456438064575195,42.803932189941406,-14.475461959838867,-0.7179348468780518,-8.71329402923584,1.094557523727417,-4.220772743225098,15.805354118347168,-43.87690734863281,1.4821829795837402,-3.3919403553009033,-0.30406343936920166,-7.83259391784668,94.09883880615234,-10.477266311645508,41.374359130859375,-15.853110313415527,127.81342315673828
4,tensor([0]),4,6,13,2,2.0,6.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0300729274749756,3.0300729274749756,2.8196427822113037,4.819643020629883,2.8116748332977295,4.946902918001529,-1.0162469148635864,-0.5346507430076599,-1.3576864004135132,-0.44151774048805237,-8.80113697052002,-4.71621036529541,-8.081254005432129,-3.803828001022339,-0.9467992186546326,0.8969016671180725,-7.2506256103515625,-3.932440757751465,-8.77168083190918,-4.516618251800537,1.9695813655853271,3.595756617696365,-0.47431480884552,5.283509254455566,-1.2544842958450317,4.32871150970459,1.6025426221500336,3.4252312106223513,-0.841458797454834,3.778773307800293,-3.9375205039978027,-0.9937038421630859,-2.173464298248291,-0.02195778489112854,-0.6734432578086853,0.6619912385940552,-8.395631790161133,-2.313241720199585,-0.711830735206604,5.400108337402344,0.5584895610809326,8.864849090576172,1.9481500387191772,9.815993309020996,-3.8675355911254883,0.03768199682235718,-1.35094153881073,-0.10907146334648132,-22.313682556152344,-2.274357795715332,-0.05683720111846924,13.987442016601562,-2.4187722206115723,14.125059127807617,-11.08549690246582,0.9908672571182251,-8.653518676757812,3.952789306640625,-0.0236208438873291,15.731242179870605,0.4041638970375061,8.180774688720703,-3.1090049743652344,9.40689468383789,-9.847908020019531,3.6498546600341797,-28.139678955078125,3.956845283508301,-14.310608863830566,6.075536727905273,-9.558979034423828,4.771319389343262,-12.96424388885498,40.298095703125,-13.640254974365234,-0.6535441875457764,-8.263936042785645,1.3018560409545898,-6.9191083908081055,15.968902587890625,-41.349342346191406,1.7821922302246094,-3.3524117469787598,-0.13858503103256226,-10.22103214263916,90.05113220214844,-10.759647369384766,41.63449478149414,-16.544782638549805,125.55623626708984
5,tensor([2]),5,1,2,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1776576042175293,1.8223423957824707,-0.2927870750427246,1.7072129249572754,-0.4400964677333832,1.6951314210891724,-0.3863346576690674,0.09526155889034271,-0.35419395565986633,0.5619746446609497,-3.5209195613861084,0.5640069842338562,-3.8130083084106445,0.46441829204559326,-0.488117516040802,1.3555834293365479,-2.9169979095458984,0.4011867046356201,-3.7377724647521973,0.5172899961471558,-0.4247831702232361,1.2013921737670898,-3.0271339416503906,2.7306900024414062,-2.536558151245117,2.664642810821533,-1.1026597023010254,0.9787043333053589,-0.42383718490600586,2.831785202026367,-1.759782075881958,-0.0029326677322387695,-1.2313563823699951,0.6562949419021606,-0.14441271126270294,2.1900856494903564,-3.4210562705993652,0.6425084471702576,-0.35845890641212463,3.1245014667510986,0.44282448291778564,4.815900802612305,-0.8787930011749268,4.513218402862549,-3.9781734943389893,0.3191869854927063,-2.282590389251709,0.5208125114440918,-9.682140350341797,-0.1126299798488617,-1.7727535963058472,6.711260795593262,-0.960867166519165,10.84093952178955,-8.192492485046387,0.7335330247879028,-6.744492053985596,2.793487548828125,-3.370173454284668,7.796034812927246,-0.12642759084701538,4.9196391105651855,-1.338623285293579,9.419594764709473,-7.6145920753479,13.8611478805542,-19.517929077148438,3.330378532409668,-20.329383850097656,19.802717208862305,-8.682634353637695,15.009485244750977,-12.279308319091797,27.016523361206055,-9.734549522399902,1.6616404056549072,-5.881692409515381,3.663677215576172,-17.674705505371094,9.218825340270996,-28.48463249206543,1.8148531913757324,-2.268059730529785,1.5272767543792725,-39.5604362487793,73.00186920166016,-37.64910125732422,43.78575134277344,-12.773235321044922,156.16180419921875
6,tensor([1]),6,9,13,2,3.0,5.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,3.350560188293457,5.350560188293457,1.733717918395996,3.733717918395996,1.6320073519811604,3.767235040664673,-0.720593273639679,-0.23899704217910767,-0.7395719289779663,0.17659664154052734,-8.508962631225586,-4.424036502838135,-10.030156135559082,-5.752729415893555,0.7431080041542089,2.586808681488037,-6.93369197845459,-3.615507125854492,-9.301153182983398,-5.046090602874756,1.3304169178009033,2.956592217552874,-5.431679725646973,0.32614409923553467,2.9064913803572874,7.190789699554443,0.9554195880232916,2.973635673522949,-0.931310772895813,0.36869508028030396,-4.086749076843262,-1.3472373485565186,-0.6651856303215027,-0.12373240292072296,-0.8046722412109375,2.0326595306396484,-5.083545684814453,-1.7366517782211304,-0.6878299117088318,0.23681217432022095,0.8739432096481323,5.255107247577578,0.7653355598449707,3.115206003189087,-9.820430755615234,-0.842923641204834,-3.5389938354492188,-0.6952047348022461,-13.52624797821045,-2.657528877258301,-2.25608229637146,1.0381598472595215,-2.8480098247528076,2.6150991916656494,-0.907820463180542,1.5522565841674805,1.176788330078125,5.55925178527832,-0.5176905989646912,1.2422691583633423,0.9016627669334412,8.696999308771797,-2.990579605102539,2.0983505249023438,-4.022399425506592,5.210761070251465,-3.0127949714660645,5.068238258361816,-4.5224928855896,5.650116920471191,-3.507465362548828,4.845367908477783,1.2012896537780762,9.540958404541016,-7.531236171722412,-0.13500761985778809,-1.892370581626892,2.2711026668548584,-1.7968716621398926,10.373345375061035,-2.688030242919922,3.793382167816162,-2.7871174812316895,-0.7710433006286621,-10.47081184387207,31.280807495117188,-12.079453468322754,24.488706588745117,-15.612848281860352,37.295082092285156
7,tensor([1]),7,9,13,2,3.0,5.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,3.5102858543395996,5.5102858543396,1.6755146980285645,3.6755146980285645,1.5681978940474144,3.703425645828247,-0.7037685513496399,-0.2221723198890686,-0.7029869556427002,0.21318167448043823,-8.513289451599121,-4.428362846374512,-10.178942680358887,-5.901515960693359,0.853408987296703,2.6971096992492676,-6.932114124298096,-3.613929271697998,-9.359004020690918,-5.103941440582275,1.2986891269683838,2.924864490381605,-5.749818801879883,0.008005507290363312,3.315461578528668,7.266393661499023,0.9021407486675992,2.940687894821167,-0.9092857837677002,0.4484233260154724,-4.106209754943848,-1.437673807144165,-0.7009245753288269,-0.15366794168949127,-0.6983065605163574,2.209160327911377,-4.88221549987793,-1.735162615776062,-0.6681548357009888,0.20592612028121948,1.0715663433074951,4.94016644308793,0.6873437166213989,2.683058023452759,-9.744287490844727,-1.4925808906555176,-3.7198915481567383,-0.8548828363418579,-13.083877563476562,-2.8444457054138184,-2.3707714080810547,0.3537892699241638,-2.7836079597473145,3.023193836212158,-1.115725040435791,1.5435986518859863,1.3648784160614014,5.517228126525879,-0.518883466720581,0.6644871234893799,1.355059027671814,8.517414778962404,-2.902467727661133,2.4247734546661377,-3.6090993881225586,6.003953456878662,-3.281219482421875,4.962363243103027,-3.92935848236084,6.7410969734191895,-3.0751380920410156,5.735391139984131,1.3763482570648193,10.497625350952148,-8.161070823669434,-0.5320078134536743,-2.0492782592773438,2.098923921585083,-3.115630626678467,9.88022232055664,-2.6770572662353516,3.895686388015747,-2.8750619888305664,-0.8170480728149414,-12.346742630004883,30.502429962158203,-14.218114852905273,22.83953094482422,-14.95945930480957,43.20804977416992
8,tensor([1]),8,9,13,2,3.0,5.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,3.303999423980713,5.303999423980713,1.8997905254364014,3.8997905254364014,1.807341827944442,3.9425694942474365,-0.7572758793830872,-0.27567970752716064,-0.8039658069610596,0.11220282316207886,-8.727949142456055,-4.6430230140686035,-10.1187105178833,-5.84128475189209,0.6566978096961975,2.500398565090144,-7.116543769836426,-3.798358917236328,-9.477212905883789,-5.22214937210083,1.4502308368682861,3.076406203286158,-5.130829811096191,0.626994252204895,2.7067308814078177,7.2677001953125,1.1179920409467132,3.0947272777557373,-0.989431619644165,0.2851356267929077,-4.123598098754883,-1.3213515281677246,-0.6299871206283569,-0.09874863922595978,-0.8264553546905518,1.7933802604675293,-5.382425785064697,-1.8652479648590088,-0.7328149676322937,0.3214265704154968,0.7021878957748413,5.52902922682352,0.9337407350540161,3.606031894683838,-9.967669486999512,-0.3517332077026367,-3.359738349914551,-0.556131899356842,-14.10786247253418,-2.7547779083251953,-2.1599085330963135,1.7318317890167236,-3.0180656909942627,1.9760839939117432,-0.8039363622665405,1.6304099559783936,1.213294506072998,5.76995325088501,-0.5046175122261047,1.6125017404556274,0.5618581175804138,8.946306065692163,-3.187382221221924,1.5951564311981201,-4.555989742279053,3.979274272918701,-2.722890853881836,5.3052287101745605,-5.330873489379883,3.9254770278930664,-4.007275104522705,3.4230947494506836,1.0536569356918335,8.141271591186523,-6.392151832580566,-0.2989323139190674,-1.705733060836792,2.4457204341888428,-0.43826770782470703,11.049309730529785,-2.2296643257141113,3.8731679916381836,-2.82228684425354,-0.7918449640274048,-7.590472221374512,32.19095993041992,-8.543914794921875,26.5985050201416,-15.641302108764648,27.871891021728516
9,tensor([1]),9,9,14,2,3.0,6.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,3.596737861633301,5.596737861633301,1.4191129207611084,3.4191129207611084,1.2972568553721278,3.432484814975199,-0.6467306017875671,-0.16513440012931824,-0.6021445989608765,0.3140240013599396,-8.183427810668945,-4.098501205444336,-10.060484886169434,-5.783059120178223,0.9949464639512726,2.8386471271514893,-6.656155586242676,-3.337970733642578,-9.099327087402344,-4.844264507293701,1.1147491931915283,2.7409244982672405,-6.235909461975098,-0.47808563709259033,3.086152440967888,7.029894709708396,0.6410094110057616,2.75469708442688,-0.780998706817627,0.6690775752067566,-4.167354583740234,-1.4859039783477783,-0.7576450109481812,-0.19439198076725006,-0.4491361081600189,2.5879974365234375,-4.745770454406738,-1.5410478115081787,-0.5905643701553345,0.38805028796195984,1.3507009744644165,5.337294944817731,0.4567055354537758,2.4540984630584717,-10.06361198425293,-1.4639267921447754,-4.836974620819092,-0.09498598426580429,-13.301393508911133,-2.3991432189941406,-2.5274815559387207,0.17420372366905212,-2.4980592727661133,4.299589157104492,-1.9400792121887207,1.431844711303711,0.6523900032043457,5.195154666900635,-0.47649866342544556,0.566251814365387,3.0784984218938485,8.813019080660895,-2.5675811767578125,3.658374309539795,-3.273228168487549,8.696492195129395,-5.129596710205078,4.706258296966553,-3.6115288734436035,10.66114330291748,-2.935884714126587,8.93979263305664,1.6292054653167725,12.99142837524414,-8.848062515258789,-1.2326290607452393,-3.1026813983917236,1.93369722366333,-6.28303861618042,9.307524681091309,-5.160627841949463,3.950819492340088,-3.383012533187866,-0.8818027973175049,-20.52724266052246,32.96039581298828,-21.81120491027832,21.447933197021484,-14.54576301574707,65.73590850830078
